Year,Battery_Capacity_kWh,Battery_Health_%,Range_km,Charging_Power_kW,Charging_Time_hr,Charge_Cycles,Energy_Consumption_kWh_per_100km,Mileage_km,Avg_Speed_kmh,Max_Speed_kmh,Acceleration_0_100_kmh_sec,Temperature_C,CO2_Saved_tons,Maintenance_Cost_USD,Insurance_Cost_USD,Electricity_Cost_USD_per_kWh,Monthly_Charging_Cost_USD,Resale_Value_USD,Make_BMW,Make_Chevrolet,Make_Ford,Make_Hyundai,Make_Kia,Make_Mercedes,Make_Nissan,Make_Tesla,Make_Volkswagen,Region_Australia,Region_Europe,Region_North America,Vehicle_Type_SUV,Vehicle_Type_Sedan,Vehicle_Type_Truck,Usage_Type_Fleet,Usage_Type_Personal
2020,47.5,99.5,231,238.0,0.25,450,17.64,113538,77.3,163,9.89,12.5,13.62,1854,1705,0.16,267.04,19766,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
2022,89.4,93.3,395,76.3,1.56,1253,16.85,243461,55.9,224,6.02,35.7,29.22,1202,1506,0.34,1162.32,23823,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2021,67.0,79.5,345,235.2,0.37,211,17.89,68976,89.1,227,5.15,10.1,8.28,367,1460,0.22,226.23,19603,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
2020,107.4,97.7,432,99.4,1.41,1589,18.44,203752,100.0,176,5.69,16.6,24.45,743,1773,0.17,532.27,26082,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True
2020,52.2,94.0,265,81.8,0.78,1328,14.41,81968,50.6,159,4.02,28.2,9.84,608,935,0.19,187.02,16087,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
2019,86.3,91.5,419,15.8,6.34,762,16.18,139141,62.4,239,5.62,-0.3,16.7,1642,1458,0.32,600.35,24023,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2021,104.2,92.8,492,28.2,4.69,1186,19.14,152681,74.5,196,7.61,17.0,18.32,206,627,0.2,487.05,26331,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2020,63.0,99.4,320,69.0,1.22,1784,23.23,68594,71.3,248,9.92,23.5,8.23,1408,1329,0.12,159.34,20570,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
2021,55.8,96.8,243,120.6,0.55,826,17.33,126448,46.2,182,6.16,23.5,15.17,998,1047,0.32,584.36,17444,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2023,117.5,88.6,671,134.5,1.15,802,17.43,208182,64.5,155,5.94,27.5,24.98,739,624,0.22,665.25,31235,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
2019,88.0,74.7,462,147.9,0.71,1236,19.77,10291,82.6,180,5.3,-7.5,1.23,1652,1797,0.28,47.47,26181,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
2018,47.9,86.3,284,177.1,0.33,999,13.26,88176,92.4,183,4.4,35.8,10.58,436,2105,0.12,116.92,18426,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2016,113.4,98.9,486,243.9,0.64,1982,21.53,130200,99.6,215,8.13,36.7,15.62,1109,2074,0.2,467.2,30477,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
2018,50.2,79.1,210,165.0,0.41,570,16.0,153120,54.8,150,6.08,-6.3,18.37,1444,1570,0.19,387.9,14177,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
2021,107.9,87.4,530,142.4,0.95,1350,24.4,113540,95.0,178,8.84,15.4,13.62,1305,1632,0.16,369.38,27913,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2020,43.0,75.5,177,223.3,0.21,1617,24.2,27953,42.8,136,4.92,-6.0,3.35,207,1112,0.22,124.02,13189,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
2020,33.9,79.3,139,67.4,0.66,557,15.06,222789,82.1,131,9.09,9.4,26.73,384,787,0.17,475.32,13485,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
2024,59.7,88.3,282,171.8,0.46,1538,19.48,84098,61.9,172,7.1,31.2,10.09,312,2229,0.29,395.91,21017,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
2017,51.1,99.2,272,119.1,0.58,1213,17.87,14827,60.1,196,4.85,8.1,1.78,1532,801,0.34,75.07,16481,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2019,99.3,99.4,595,222.6,0.62,707,19.73,193861,38.7,187,7.27,-2.7,23.26,1130,1153,0.14,446.24,26775,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021,76.4,85.2,420,56.2,1.45,820,15.92,73464,78.0,248,8.49,9.3,8.82,454,1787,0.13,126.7,24405,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2017,83.9,85.0,440,43.9,2.45,310,17.6,106038,90.5,172,3.8,4.7,12.72,484,1322,0.16,248.84,24583,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2017,91.9,80.5,442,180.5,0.54,458,22.77,148667,43.6,185,5.48,30.6,17.84,1788,1529,0.17,479.56,25173,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
2016,36.2,82.0,158,55.1,0.79,903,22.72,205505,70.5,170,4.89,-9.2,24.66,1946,1012,0.25,972.72,15099,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
2016,101.4,71.8,528,210.9,0.61,293,16.83,63475,85.5,224,5.42,-9.2,7.62,1154,883,0.19,169.15,23854,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2021,91.5,88.6,479,174.2,0.66,388,16.66,72772,91.9,243,5.5,8.8,8.73,1244,886,0.21,212.17,29138,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021,68.8,90.1,317,61.1,1.41,715,23.61,219367,70.5,176,7.99,23.7,26.32,1018,2204,0.21,906.37,23404,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
2022,58.0,74.1,293,135.0,0.51,495,12.1,68982,91.5,176,9.78,0.2,8.28,540,2300,0.09,62.6,21582,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2015,79.8,76.8,432,186.2,0.61,304,22.82,92438,66.4,182,8.04,25.7,11.09,1000,1989,0.3,527.36,19350,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2024,36.0,81.4,205,29.6,1.44,1237,19.45,71411,47.9,174,5.29,29.9,8.57,424,1370,0.17,196.77,16676,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
2019,87.0,89.7,430,48.3,2.57,568,21.77,191398,63.3,211,5.88,12.3,22.97,1398,797,0.13,451.4,25174,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
2020,100.6,89.5,490,238.1,0.48,1757,23.38,202592,87.3,165,3.77,23.8,24.31,1407,2384,0.35,1381.51,25770,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2022,79.7,96.4,465,208.0,0.53,1657,16.46,64289,89.1,206,9.29,13.3,7.71,1333,1185,0.08,70.55,24724,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2015,62.1,77.9,324,93.4,0.86,519,16.83,212542,43.7,239,3.89,-4.5,25.51,633,1625,0.18,536.56,19536,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False
2021,40.7,92.8,216,66.5,0.65,1732,24.74,61438,90.1,216,6.43,6.1,7.37,712,1407,0.2,253.33,16827,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2018,31.1,90.6,144,64.6,0.53,1119,15.32,128267,44.3,178,6.05,33.7,15.39,1827,723,0.34,556.76,14314,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
2019,90.4,81.9,385,41.4,2.8,572,17.47,158241,48.0,237,4.0,-7.1,18.99,1739,1273,0.34,783.27,23376,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
2016,107.2,75.7,642,78.5,1.89,576,14.53,73809,100.0,195,5.26,-2.0,8.86,620,1766,0.22,196.61,27726,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
2019,54.6,76.3,250,213.7,0.32,870,12.8,192544,32.2,167,7.73,26.6,23.11,1458,754,0.28,575.06,19303,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
2024,94.6,85.5,379,29.7,3.62,1729,18.21,109755,75.5,196,4.01,-1.2,13.17,1248,1755,0.28,466.35,26307,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
2020,35.9,89.3,214,221.0,0.19,1091,13.51,190893,82.6,171,5.69,-10.0,22.91,789,2355,0.29,623.25,12208,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2015,113.2,88.5,589,229.2,0.59,1829,20.08,139210,56.0,232,5.93,27.4,16.71,1037,2350,0.23,535.77,28541,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
2020,70.9,76.5,411,83.6,1.0,1402,15.88,42448,54.5,247,7.13,37.5,5.09,1689,620,0.16,89.88,19955,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
2020,100.4,86.3,502,76.1,1.84,948,23.27,120492,99.2,171,5.29,16.6,14.46,630,950,0.19,443.94,24836,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
2021,54.6,87.1,283,196.3,0.33,740,24.08,207413,61.7,180,3.58,4.9,24.89,636,2288,0.2,832.42,19798,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2017,41.6,73.2,215,69.0,0.81,828,14.97,33544,53.3,156,6.7,30.0,4.03,1233,1618,0.35,146.46,14784,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
2019,51.5,96.5,304,20.3,3.55,904,22.27,221199,43.3,225,6.89,15.9,26.54,1440,1125,0.34,1395.73,14867,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
2018,66.9,83.8,396,209.6,0.43,1375,13.06,11374,35.4,188,3.82,24.8,1.36,1355,856,0.26,32.18,20578,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
2015,40.7,78.5,222,204.0,0.25,738,20.65,19057,33.8,157,4.44,32.2,2.29,1810,2341,0.31,101.66,10897,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
2022,72.5,88.3,305,144.9,0.7,791,21.09,187299,91.2,222,5.81,-5.0,22.48,230,2178,0.24,790.03,22861,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
2017,70.6,75.7,364,58.0,1.35,1989,23.19,11618,90.9,159,7.85,24.2,1.39,861,1847,0.09,20.21,20698,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False
2016,66.0,75.0,289,104.5,0.67,1869,15.6,211130,96.6,176,7.06,16.1,25.34,1429,1702,0.15,411.7,21620,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True
2021,64.8,85.8,327,193.1,0.42,1056,24.06,45610,97.3,235,6.13,3.5,5.47,1111,2414,0.22,201.19,19192,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
2017,115.5,73.2,592,89.9,1.59,1256,16.92,189524,62.0,159,8.65,17.1,22.74,372,1259,0.31,828.41,31620,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
2016,69.6,70.7,301,235.9,0.35,1362,14.12,147930,88.4,190,3.95,19.2,17.75,1647,2023,0.1,174.06,21616,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
2024,67.3,80.0,344,93.7,0.89,405,19.33,151257,73.3,240,9.25,-7.0,18.15,1164,2089,0.17,414.2,21497,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
2019,60.0,72.8,307,38.0,2.14,1841,14.79,70324,70.9,133,8.35,10.6,8.44,563,2412,0.21,182.02,17718,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
2024,103.5,77.9,585,178.6,0.61,1356,18.93,222713,60.1,172,7.37,-4.9,26.73,1392,2483,0.09,316.2,29673,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
2016,35.4,90.1,158,86.3,0.55,1861,21.1,206058,72.8,201,3.73,39.0,24.73,1147,1127,0.28,1014.49,12941,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2020,113.8,73.3,466,223.5,0.7,598,24.33,185436,71.9,175,7.25,-1.4,22.25,843,2494,0.3,1127.91,28700,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
2017,54.5,76.6,276,218.6,0.28,927,18.94,227828,52.6,216,8.91,0.6,27.34,1279,886,0.24,863.01,18773,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2020,94.2,70.7,486,211.9,0.56,633,19.22,19472,95.1,217,8.89,26.2,2.34,235,1738,0.27,84.21,28743,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2016,68.7,93.6,336,73.6,1.32,1200,20.35,74969,40.3,247,9.65,31.2,9.0,881,925,0.26,330.55,16974,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True
2020,32.3,76.5,157,151.4,0.26,834,23.72,155859,37.5,176,5.12,31.0,18.7,1810,2396,0.34,1047.48,16070,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
2017,66.9,77.5,369,82.5,0.9,653,22.0,187735,49.3,146,3.86,-4.2,22.53,1534,610,0.33,1135.8,18754,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
2022,119.5,80.4,659,42.6,3.45,291,23.26,184322,37.0,130,7.5,12.4,22.12,206,619,0.22,786.01,32521,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
2015,118.2,90.3,685,43.4,3.0,645,18.14,164943,38.8,143,9.42,-5.4,19.79,745,985,0.29,723.08,29440,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
2020,32.4,83.5,183,187.3,0.22,1475,19.22,190392,93.9,177,6.1,33.1,22.85,1293,792,0.32,975.82,15137,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True
2021,60.8,85.9,290,178.4,0.4,576,14.73,73020,78.1,134,6.4,26.8,8.76,1397,2186,0.31,277.86,22675,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2024,33.6,70.5,177,140.2,0.29,1110,15.34,211355,96.2,208,9.6,1.0,25.36,225,2057,0.15,405.27,13435,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
2020,83.8,70.2,340,46.2,2.43,1181,14.9,114122,54.7,205,8.0,7.0,13.69,1310,1866,0.27,382.59,25947,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2018,97.1,84.7,505,45.0,2.39,1203,16.76,184275,98.6,131,5.05,14.4,22.11,1064,2294,0.21,540.48,28199,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False
2016,97.8,78.1,514,16.9,6.75,636,24.0,66422,84.5,218,4.87,-8.0,7.97,739,724,0.34,451.67,25258,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False
2017,107.3,81.5,581,172.2,0.82,567,17.67,72918,54.9,241,8.47,8.2,8.75,220,1404,0.11,118.11,26352,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2022,101.3,83.2,510,246.8,0.44,1365,12.27,41003,48.7,179,7.7,4.6,4.92,274,1823,0.09,37.73,27891,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
2020,68.2,95.0,338,151.1,0.49,595,24.29,246015,90.3,217,5.82,39.0,29.52,1798,765,0.14,697.17,18904,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2019,77.8,74.1,414,200.3,0.45,1886,16.29,43457,43.3,150,3.77,15.2,5.21,1764,2498,0.19,112.09,24623,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
2024,63.0,84.1,322,248.2,0.29,977,22.85,196638,87.7,224,9.35,29.5,23.6,759,1871,0.28,1048.41,20169,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
2018,97.1,84.8,413,147.2,0.8,1442,16.83,7661,53.7,187,6.46,15.8,0.92,1638,1609,0.34,36.53,24736,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
2018,55.0,85.9,288,163.9,0.4,1701,23.14,62822,93.6,222,3.9,30.7,7.54,1600,1555,0.33,399.77,19900,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2017,80.8,91.3,466,249.3,0.37,884,24.05,85729,51.6,146,5.47,14.9,10.29,660,1217,0.21,360.81,19349,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
2024,81.0,81.2,468,45.7,2.11,823,16.69,205876,81.9,192,4.15,21.2,24.71,1527,2283,0.15,429.51,23705,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
2023,58.0,88.7,334,57.6,1.14,239,17.48,105614,77.8,195,7.3,39.0,12.67,1022,2049,0.34,523.07,18360,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
2023,44.3,91.0,243,116.9,0.42,1103,12.38,30319,37.9,214,7.45,3.8,3.64,1172,2397,0.21,65.69,15684,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2023,99.6,92.1,466,249.9,0.44,1312,16.82,203504,52.0,200,6.37,17.1,24.42,348,1539,0.26,741.64,31045,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2015,83.4,78.5,351,174.5,0.65,1615,19.37,157452,86.7,171,9.72,13.3,18.89,885,1251,0.32,813.29,23870,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2022,89.6,82.7,489,184.1,0.57,1805,22.28,149844,38.5,160,4.79,2.2,17.98,1063,1908,0.31,862.45,24883,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
2022,102.8,86.3,413,123.3,1.08,817,24.64,138541,95.2,243,6.83,28.1,16.62,1330,743,0.2,568.94,30024,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2021,77.8,71.3,388,41.0,2.09,1661,12.48,20515,66.5,198,5.08,21.9,2.46,700,2045,0.16,34.14,22139,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
2021,98.1,90.7,512,20.8,5.3,1883,15.07,177651,71.1,222,5.67,25.0,21.32,870,2391,0.1,223.1,27609,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True
2019,48.1,74.8,199,229.0,0.28,675,20.07,79116,59.0,239,6.97,38.3,9.49,1747,552,0.15,198.48,15420,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
2019,118.2,79.0,474,134.2,1.19,1374,23.39,121595,81.3,217,8.91,-1.2,14.59,950,1816,0.29,687.33,29272,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2015,48.0,78.1,234,117.6,0.46,906,14.9,70322,47.6,214,8.8,12.6,8.44,652,1085,0.15,130.97,15661,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2017,38.0,74.3,200,214.2,0.25,721,21.65,180214,73.6,204,5.59,7.6,21.63,1239,1556,0.1,325.14,12221,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True
2024,72.0,86.8,415,149.4,0.64,1338,15.55,234829,68.2,229,5.8,-4.9,28.18,962,1860,0.16,486.88,22586,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
2016,97.0,71.1,474,121.3,0.91,802,12.32,142125,54.0,137,8.52,25.0,17.05,1401,611,0.26,379.38,24125,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2015,54.0,76.9,222,56.5,1.18,1019,20.13,191440,75.5,225,9.08,-8.6,22.97,1027,739,0.16,513.82,17446,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2018,79.8,80.0,358,205.8,0.53,614,17.07,148041,37.3,230,8.75,-3.2,17.76,941,2314,0.34,716.0,19736,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2020,61.4,72.5,350,179.0,0.38,805,13.17,27132,30.2,155,5.92,39.1,3.26,1448,1666,0.23,68.49,22064,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
2020,48.1,80.6,206,48.5,1.39,1955,14.86,18008,30.6,219,7.61,-6.2,2.16,202,1573,0.16,35.68,15593,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
2022,83.5,73.9,401,147.0,0.68,337,21.11,53519,85.9,146,4.79,13.9,6.42,1051,2237,0.22,207.13,22795,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True
2021,119.7,77.6,595,67.5,2.07,601,24.35,44420,35.0,148,4.37,30.5,5.33,1636,2443,0.27,243.37,29941,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2020,71.6,99.5,351,37.9,1.99,1300,18.94,78082,51.6,168,7.65,-4.9,9.37,992,1429,0.08,98.59,22632,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
2023,106.0,84.1,599,197.8,0.62,1645,14.21,143598,90.3,229,4.55,16.7,17.23,598,594,0.18,306.08,29523,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
2024,33.4,97.8,145,229.1,0.2,820,23.55,176055,51.2,222,3.53,24.1,21.13,1526,621,0.28,967.42,15457,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
2023,86.5,83.6,499,103.8,0.96,324,12.54,43754,56.3,171,4.62,-9.5,5.25,1683,990,0.23,105.16,25922,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2024,109.9,73.8,453,145.6,0.91,1343,21.67,224252,50.1,193,5.18,13.6,26.91,984,1561,0.27,1093.4,28863,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2019,103.2,80.4,516,156.3,0.8,1381,14.46,100983,60.3,205,8.23,36.2,12.12,1983,2174,0.34,413.73,26041,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2024,46.3,86.6,268,199.5,0.25,419,14.88,185079,81.1,203,3.78,35.2,22.21,1913,2228,0.26,596.69,15934,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
2015,42.4,97.3,219,120.4,0.38,1775,12.99,233411,55.5,140,6.38,4.5,28.01,1925,622,0.2,505.33,11553,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2018,100.3,78.6,468,198.5,0.69,1210,22.34,43548,33.6,224,9.69,12.6,5.23,1582,2026,0.22,178.36,23693,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
2020,95.3,77.6,402,142.4,0.91,1731,20.29,93377,82.9,202,6.57,3.9,11.21,1244,752,0.1,157.88,26025,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
2016,100.9,85.5,490,78.0,1.42,291,21.64,76451,61.2,246,5.31,9.4,9.17,1658,1929,0.31,427.39,27238,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2024,55.7,80.3,317,211.3,0.38,522,16.8,18372,52.4,216,5.78,21.9,2.2,822,2405,0.17,43.73,23345,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2018,97.9,86.9,539,216.5,0.55,994,19.67,219574,69.4,137,5.28,39.4,26.35,859,2017,0.28,1007.77,23921,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
2018,99.0,73.9,457,17.4,6.61,1971,19.82,97379,78.1,217,9.68,-6.0,11.69,281,1786,0.33,530.76,24161,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
2024,80.0,88.9,478,230.3,0.43,1509,12.06,223962,42.2,240,5.95,5.4,26.88,1404,2288,0.33,742.77,24065,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
2017,109.6,97.6,528,78.7,1.92,1403,13.9,102869,69.3,130,7.4,22.3,12.34,1794,560,0.33,393.22,25827,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
2019,110.3,81.5,598,166.7,0.89,1490,18.89,63796,45.4,195,3.63,7.6,7.66,960,2200,0.22,220.94,31695,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
2021,69.4,90.1,307,184.5,0.52,912,20.68,148606,48.7,202,6.11,-4.3,17.83,1647,1528,0.3,768.29,23659,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2020,50.6,98.7,204,90.5,0.73,226,24.06,19470,73.6,156,4.65,-3.4,2.34,1450,1102,0.18,70.27,19405,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
2018,105.9,84.0,589,126.4,1.05,1107,24.6,27805,80.9,245,6.79,-3.8,3.34,359,1650,0.15,85.5,28595,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False
2021,47.4,90.3,228,16.8,3.59,906,19.08,21858,64.6,146,8.2,4.1,2.62,412,1396,0.12,41.71,15232,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023,72.8,80.1,389,163.6,0.56,1329,12.65,11486,74.3,181,7.84,4.7,1.38,1443,755,0.2,24.22,22545,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
2016,74.1,98.4,436,84.5,0.97,657,24.68,62868,43.2,149,8.49,14.9,7.54,798,1099,0.15,193.95,19060,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
2019,99.5,95.1,558,159.5,0.81,334,13.72,168596,85.9,207,9.82,-1.6,20.23,237,1280,0.11,212.04,27894,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
2015,63.9,86.2,285,65.4,1.09,1996,23.43,175876,78.2,184,4.57,7.7,21.11,967,1825,0.09,309.06,20584,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
2021,52.7,81.4,227,95.5,0.75,1730,12.43,85632,43.3,144,4.41,21.2,10.28,482,2261,0.14,124.18,18518,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
2015,88.4,84.1,523,95.2,1.05,1466,23.08,240381,68.7,225,6.57,4.0,28.85,1340,2187,0.14,647.27,20242,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
2020,99.4,78.4,478,19.9,6.58,744,22.76,26119,44.4,232,7.9,27.6,3.13,273,1619,0.28,138.71,29691,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
2022,80.5,83.8,466,63.5,1.43,318,15.83,115135,90.9,182,5.41,-2.1,13.82,589,675,0.27,410.08,22502,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
2017,112.8,87.3,493,41.3,3.57,326,22.21,17521,34.9,164,4.43,5.3,2.1,958,1672,0.1,32.43,25794,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
2018,34.3,72.4,141,112.1,0.43,1882,18.99,245939,95.7,216,9.35,12.0,29.51,698,1126,0.2,778.4,14868,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2021,87.3,86.1,455,174.2,0.67,1994,20.81,29805,41.5,191,5.48,23.9,3.58,245,2495,0.26,134.39,25711,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
2023,37.4,81.4,162,166.2,0.25,835,14.87,45239,61.3,230,6.0,30.1,5.43,1239,715,0.28,156.96,15713,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016,88.0,95.7,453,199.7,0.55,407,22.63,112600,99.0,197,9.6,23.0,13.51,1174,896,0.27,573.33,23561,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2019,65.1,96.4,281,110.0,0.74,1386,18.29,127594,99.7,245,4.77,6.5,15.31,1585,811,0.34,661.21,21886,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
